location_x,location_y,body_part,outcome,shot_type
97.1,38.7,Left Foot,Blocked,Open Play
97.9,45.7,Left Foot,Blocked,Open Play
111.2,36.1,Left Foot,Goal,Open Play
117.0,47.0,Right Foot,Saved,Open Play
109.4,36.4,Head,Saved,Open Play
110.0,44.0,Right Foot,Off T,Open Play
105.7,34.2,Right Foot,Goal,Open Play
96.0,42.0,Left Foot,Off T,Free Kick
107.8,25.4,Left Foot,Off T,Open Play
107.1,37.5,Right Foot,Blocked,Open Play
96.5,44.7,Left Foot,Saved,Open Play
112.0,50.2,Left Foot,Off T,Open Play
105.3,46.1,Right Foot,Blocked,Open Play
112.5,54.8,Right Foot,Goal,Open Play
110.2,34.5,Head,Blocked,Open Play
103.8,27.9,Right Foot,Blocked,Open Play
91.0,30.0,Left Foot,Off T,Open Play
93.9,38.4,Left Foot,Off T,Free Kick
99.9,38.9,Left Foot,Saved,Open Play
112.5,44.2,Left Foot,Saved,Open Play
92.6,57.4,Left Foot,Off T,Free Kick
106.2,25.6,Right Foot,Wayward,Open Play
110.8,41.6,Head,Off T,Open Play
106.4,27.5,Right Foot,Saved,Open Play
100.6,27.5,Right Foot,Saved,Open Play
109.7,33.0,Right Foot,Blocked,Open Play
114.3,32.2,Head,Off T,Open Play
110.6,44.8,Left Foot,Blocked,Open Play
116.0,24.0,Left Foot,Wayward,Open Play
109.1,25.7,Left Foot,Off T,Open Play
96.2,30.8,Right Foot,Off T,Open Play
91.9,34.6,Right Foot,Off T,Open Play
95.5,31.9,Right Foot,Saved,Open Play
104.1,24.9,Right Foot,Blocked,Open Play
99.7,39.8,Left Foot,Off T,Open Play
115.3,33.0,Head,Wayward,Open Play
105.1,39.9,Head,Saved,Open Play
107.9,34.7,Left Foot,Saved,Open Play
99.1,36.1,Right Foot,Goal,Open Play
114.0,43.0,Head,Off T,Open Play
95.1,46.4,Left Foot,Off T,Open Play
113.6,43.9,Head,Goal,Open Play
103.1,47.0,Right Foot,Wayward,Open Play
108.1,40.1,Left Foot,Goal,Penalty
108.1,35.1,Right Foot,Saved,Open Play
95.4,36.9,Right Foot,Blocked,Open Play
92.8,49.2,Right Foot,Blocked,Open Play
104.3,36.1,Left Foot,Wayward,Open Play
97.4,31.7,Left Foot,Blocked,Free Kick
109.2,40.1,Head,Blocked,Open Play
111.4,53.9,Right Foot,Blocked,Open Play
83.3,32.0,Right Foot,Blocked,Open Play
113.6,42.9,Right Foot,Goal,Open Play
90.1,43.1,Left Foot,Off T,Free Kick
60.0,51.9,Right Foot,Off T,Open Play
101.0,22.0,Right Foot,Saved,Open Play
113.7,39.9,Right Foot,Saved Off Target,Open Play
95.6,44.4,Left Foot,Goal,Free Kick
94.0,46.1,Left Foot,Saved,Free Kick
104.1,22.2,Right Foot,Blocked,Open Play
113.0,40.0,Head,Blocked,Open Play
93.7,32.7,Left Foot,Blocked,Open Play
109.8,58.4,Right Foot,Blocked,Open Play
107.5,23.2,Right Foot,Off T,Open Play
106.0,46.0,Left Foot,Saved,Open Play
101.0,35.6,Left Foot,Blocked,Open Play
110.8,51.6,Right Foot,Blocked,Open Play
111.7,40.2,Head,Blocked,Open Play
109.1,37.8,Left Foot,Goal,Open Play
112.9,28.4,Left Foot,Off T,Open Play
100.4,26.7,Left Foot,Blocked,Open Play
100.9,60.5,Left Foot,Blocked,Free Kick
117.4,30.7,Left Foot,Wayward,Open Play
98.7,34.4,Left Foot,Saved,Open Play
106.1,32.9,Left Foot,Off T,Open Play
109.8,38.8,Right Foot,Goal,Open Play
107.4,49.4,Right Foot,Saved,Open Play
94.4,32.7,Right Foot,Off T,Open Play
111.1,47.6,Head,Blocked,Open Play
102.6,39.6,Right Foot,Goal,Open Play
102.5,27.1,Right Foot,Saved,Open Play
103.4,27.3,Left Foot,Goal,Open Play
95.6,49.9,Right Foot,Saved,Open Play
113.0,38.2,Left Foot,Post,Open Play
100.9,42.6,Head,Saved,Open Play
111.8,34.1,Left Foot,Blocked,Open Play
100.8,50.3,Right Foot,Off T,Open Play
107.9,38.4,Left Foot,Blocked,Open Play
112.0,27.5,Left Foot,Off T,Open Play
90.3,39.5,Left Foot,Blocked,Free Kick
110.0,29.9,Left Foot,Off T,Open Play
114.1,26.9,Left Foot,Off T,Open Play
103.1,45.5,Left Foot,Saved,Open Play
113.0,28.4,Left Foot,Saved,Open Play
95.1,52.1,Right Foot,Off T,Open Play
104.2,29.9,Right Foot,Off T,Open Play
101.4,44.2,Left Foot,Goal,Free Kick
103.2,32.4,Left Foot,Off T,Open Play
108.1,36.1,Left Foot,Goal,Open Play
98.6,23.2,Right Foot,Blocked,Free Kick
115.2,27.9,Left Foot,Saved,Open Play
113.3,45.2,Head,Saved,Open Play
110.8,48.9,Left Foot,Saved,Open Play
69.2,77.6,Right Foot,Saved,Open Play
107.1,25.1,Right Foot,Off T,Open Play
115.7,39.2,Right Foot,Goal,Open Play
106.8,36.6,Left Foot,Blocked,Open Play
116.2,33.4,Head,Goal,Open Play
110.5,44.5,Right Foot,Post,Open Play
97.4,29.5,Right Foot,Saved,Open Play
102.7,44.7,Right Foot,Post,Open Play
110.9,51.3,Left Foot,Goal,Open Play
109.1,43.6,Other,Blocked,Open Play
109.8,31.8,Left Foot,Saved,Open Play
97.5,41.3,Right Foot,Blocked,Free Kick
89.5,33.2,Right Foot,Saved,Free Kick
52.5,43.2,Left Foot,Off T,Open Play
115.0,60.4,Right Foot,Goal,Open Play
112.1,36.3,Head,Off T,Open Play
112.8,30.2,Left Foot,Goal,Open Play
103.7,50.4,Right Foot,Off T,Open Play
101.5,41.5,Left Foot,Saved,Open Play
112.5,35.5,Head,Off T,Open Play
102.0,29.9,Right Foot,Saved,Open Play
103.1,34.9,Right Foot,Blocked,Open Play
110.5,23.7,Left Foot,Off T,Open Play
110.2,48.4,Right Foot,Goal,Open Play
100.4,43.1,Left Foot,Goal,Free Kick
87.2,42.4,Left Foot,Off T,Open Play
108.7,36.0,Left Foot,Saved,Open Play
102.9,52.0,Left Foot,Goal,Open Play
81.3,46.3,Right Foot,Off T,Open Play
112.2,43.7,Head,Off T,Open Play
92.7,23.2,Right Foot,Blocked,Open Play
109.9,34.5,Left Foot,Post,Open Play
112.1,52.5,Right Foot,Blocked,Open Play
107.3,55.3,Right Foot,Off T,Open Play
111.4,56.1,Right Foot,Saved,Open Play
94.3,46.8,Left Foot,Off T,Free Kick
103.4,38.4,Right Foot,Saved,Open Play
102.8,49.1,Left Foot,Saved,Open Play
89.8,51.9,Right Foot,Blocked,Open Play
113.0,32.6,Head,Saved,Open Play
96.3,35.0,Left Foot,Off T,Open Play
103.2,30.3,Right Foot,Blocked,Open Play
99.8,44.1,Left Foot,Saved,Open Play
102.6,37.2,Left Foot,Saved,Open Play
108.0,30.8,Right Foot,Saved,Open Play
91.8,37.1,Left Foot,Blocked,Open Play
98.0,44.8,Left Foot,Saved,Open Play
99.7,60.6,Left Foot,Saved,Free Kick
99.5,40.7,Left Foot,Saved,Open Play
107.5,53.6,Left Foot,Saved,Open Play
114.6,42.9,Head,Off T,Open Play
105.0,33.5,Head,Off T,Open Play
111.4,35.9,Left Foot,Blocked,Open Play
98.5,35.7,Right Foot,Blocked,Open Play
99.5,47.8,Left Foot,Blocked,Open Play
97.7,28.8,Right Foot,Goal,Open Play
108.0,42.5,Left Foot,Goal,Open Play
94.3,28.7,Left Foot,Blocked,Free Kick
97.9,47.4,Left Foot,Off T,Free Kick
115.8,30.8,Right Foot,Saved,Open Play
112.7,37.7,Right Foot,Off T,Open Play
100.0,56.9,Left Foot,Saved,Open Play
107.8,27.8,Right Foot,Saved,Open Play
113.7,37.7,Head,Goal,Open Play
110.3,46.7,Head,Off T,Open Play
109.4,39.8,Head,Off T,Open Play
93.2,24.5,Right Foot,Saved,Open Play
98.8,39.3,Left Foot,Off T,Open Play
107.2,25.5,Right Foot,Off T,Open Play
110.7,46.4,Right Foot,Goal,Open Play
104.0,28.8,Right Foot,Goal,Open Play
85.3,42.4,Right Foot,Off T,Open Play
113.1,29.7,Left Foot,Off T,Open Play
116.1,34.6,Left Foot,Off T,Open Play
105.1,44.8,Left Foot,Blocked,Open Play
101.2,31.0,Right Foot,Blocked,Open Play
113.9,41.4,Head,Wayward,Open Play
106.7,33.0,Left Foot,Saved,Open Play
104.9,38.8,Right Foot,Blocked,Open Play
111.2,33.4,Right Foot,Blocked,Open Play
103.8,28.7,Right Foot,Off T,Open Play
93.4,30.6,Right Foot,Blocked,Open Play
92.5,20.1,Right Foot,Saved,Open Play
106.3,57.1,Right Foot,Saved,Open Play
112.8,38.2,Head,Off T,Open Play
107.1,48.7,Head,Off T,Open Play
89.6,35.6,Left Foot,Blocked,Open Play
98.1,54.3,Right Foot,Blocked,Free Kick
105.6,20.9,Left Foot,Saved,Open Play
107.4,39.1,Left Foot,Goal,Open Play
108.0,39.9,Right Foot,Goal,Penalty
91.9,24.9,Left Foot,Blocked,Open Play
112.7,27.4,Left Foot,Saved to Post,Open Play
110.2,40.7,Right Foot,Off T,Open Play
96.6,34.1,Left Foot,Off T,Open Play
116.5,32.9,Head,Off T,Open Play
110.5,41.9,Head,Wayward,Open Play
106.3,30.3,Left Foot,Off T,Open Play
106.6,47.8,Left Foot,Off T,Open Play
114.9,50.6,Right Foot,Saved,Open Play
96.0,34.9,Right Foot,Blocked,Open Play
93.1,32.8,Right Foot,Saved,Open Play
95.2,33.2,Right Foot,Saved,Open Play
113.7,39.4,Head,Off T,Open Play
113.7,30.4,Right Foot,Saved,Open Play
104.3,47.8,Left Foot,Blocked,Open Play
109.5,29.6,Right Foot,Saved,Open Play
112.8,39.3,Head,Saved,Open Play
100.1,26.7,Right Foot,Saved,Open Play
89.5,40.4,Left Foot,Off T,Open Play
99.3,26.0,Right Foot,Post,Free Kick
109.1,38.0,Head,Off T,Open Play
97.8,37.0,Left Foot,Saved,Open Play
101.4,25.9,Right Foot,Off T,Open Play
103.5,24.8,Right Foot,Off T,Open Play
106.3,55.5,Left Foot,Blocked,Open Play
111.6,47.3,Left Foot,Goal,Open Play
112.1,49.2,Right Foot,Saved,Open Play
108.3,54.3,Right Foot,Saved,Open Play
107.3,32.7,Right Foot,Off T,Open Play
101.1,25.9,Right Foot,Blocked,Free Kick
106.8,54.6,Left Foot,Off T,Open Play
94.1,37.8,Right Foot,Blocked,Free Kick
103.5,49.6,Right Foot,Saved,Open Play
103.4,29.4,Left Foot,Saved,Open Play
98.5,45.2,Left Foot,Off T,Open Play
109.5,53.3,Right Foot,Blocked,Open Play
106.9,32.8,Right Foot,Post,Open Play
105.5,60.3,Right Foot,Saved,Open Play
106.5,43.8,Right Foot,Off T,Open Play
98.2,28.1,Left Foot,Off T,Open Play
103.9,50.2,Left Foot,Off T,Open Play
87.0,36.8,Right Foot,Off T,Open Play
101.7,42.6,Right Foot,Saved,Open Play
111.8,45.2,Head,Saved,Open Play
114.3,41.7,Right Foot,Goal,Open Play
106.2,24.2,Left Foot,Off T,Open Play
109.9,44.4,Left Foot,Saved,Open Play
104.2,45.8,Right Foot,Blocked,Open Play
99.8,41.4,Left Foot,Blocked,Open Play
116.9,49.6,Right Foot,Off T,Open Play
109.2,32.5,Left Foot,Saved,Open Play
95.5,30.3,Right Foot,Blocked,Open Play
112.6,42.2,Right Foot,Saved,Open Play
103.5,57.9,Left Foot,Blocked,Open Play
110.4,44.7,Head,Off T,Open Play
95.6,45.6,Left Foot,Off T,Open Play
100.8,37.5,Left Foot,Off T,Open Play
110.8,30.1,Right Foot,Saved,Open Play
115.8,30.2,Left Foot,Saved,Open Play
116.9,37.3,Head,Post,Open Play
89.1,50.9,Right Foot,Blocked,Open Play
101.6,42.2,Left Foot,Off T,Open Play
105.5,37.8,Right Foot,Blocked,Open Play
108.1,46.6,Right Foot,Saved,Open Play
61.4,54.8,Right Foot,Off T,Open Play
104.2,33.4,Head,Wayward,Open Play
108.6,36.5,Head,Wayward,Open Play
92.1,26.6,Left Foot,Wayward,Open Play
107.1,54.4,Left Foot,Off T,Open Play
112.6,33.0,Other,Saved,Open Play
91.2,34.7,Right Foot,Saved,Open Play
111.1,25.5,Left Foot,Goal,Open Play
115.1,28.0,Right Foot,Saved,Open Play
86.5,45.1,Left Foot,Off T,Free Kick
113.9,30.2,Left Foot,Goal,Open Play
105.1,31.0,Left Foot,Goal,Open Play
81.9,51.1,Right Foot,Goal,Open Play
113.3,45.6,Head,Off T,Open Play
106.4,42.5,Right Foot,Saved,Open Play
110.4,42.4,Head,Saved,Open Play
110.2,55.0,Right Foot,Off T,Open Play
110.9,57.1,Right Foot,Saved,Open Play
91.6,53.3,Right Foot,Off T,Open Play
113.7,45.5,Head,Off T,Open Play
113.0,38.7,Right Foot,Off T,Open Play
107.3,32.1,Left Foot,Off T,Open Play
116.7,29.6,Left Foot,Off T,Open Play
101.0,52.4,Left Foot,Off T,Open Play
114.0,48.0,Right Foot,Off T,Open Play
92.0,63.0,Right Foot,Off T,Open Play
96.0,33.0,Right Foot,Blocked,Open Play
110.0,40.0,Head,Blocked,Open Play
81.0,30.0,Right Foot,Saved,Free Kick
107.0,40.0,Right Foot,Blocked,Open Play
104.0,41.0,Left Foot,Off T,Open Play
80.0,33.0,Right Foot,Saved,Free Kick
91.0,40.0,Right Foot,Off T,Open Play
111.0,51.0,Right Foot,Wayward,Open Play
107.0,46.0,Right Foot,Goal,Open Play
91.0,42.0,Right Foot,Saved,Open Play
91.0,50.0,Left Foot,Off T,Open Play
106.0,35.0,Left Foot,Saved,Open Play
95.0,21.0,Left Foot,Off T,Open Play
89.0,49.0,Right Foot,Blocked,Open Play
94.0,48.0,Right Foot,Off T,Open Play
107.0,45.0,Right Foot,Saved,Open Play
113.0,62.0,Left Foot,Blocked,Open Play
105.0,32.0,Left Foot,Saved,Open Play
97.0,41.0,Left Foot,Blocked,Open Play
92.0,46.0,Right Foot,Off T,Free Kick
106.0,27.0,Right Foot,Off T,Open Play
108.0,37.0,Head,Blocked,Open Play
84.0,65.0,Right Foot,Blocked,Open Play
108.0,67.0,Left Foot,Blocked,Free Kick
106.0,42.0,Right Foot,Blocked,Open Play
82.0,41.0,Right Foot,Saved,Free Kick
105.0,61.0,Left Foot,Saved,Open Play
110.0,47.0,Left Foot,Blocked,Open Play
107.0,31.0,Right Foot,Goal,Open Play
95.0,59.0,Left Foot,Blocked,Open Play
92.0,33.0,Left Foot,Blocked,Free Kick
90.0,49.0,Right Foot,Blocked,Open Play
99.0,31.0,Right Foot,Blocked,Open Play
99.0,39.0,Left Foot,Blocked,Open Play
110.0,26.0,Left Foot,Blocked,Open Play
112.0,44.0,Left Foot,Off T,Open Play
97.0,45.0,Right Foot,Off T,Open Play
105.0,55.0,Right Foot,Saved,Open Play
105.0,47.0,Right Foot,Goal,Open Play
91.0,33.0,Right Foot,Blocked,Open Play
105.0,43.0,Right Foot,Goal,Open Play
98.0,52.0,Right Foot,Off T,Open Play
88.0,43.0,Right Foot,Saved,Open Play
115.0,41.0,Left Foot,Off T,Open Play
93.0,41.0,Right Foot,Blocked,Open Play
99.0,44.0,Right Foot,Blocked,Open Play
113.0,54.0,Right Foot,Saved,Open Play
104.0,46.0,Left Foot,Blocked,Open Play
94.0,43.0,Left Foot,Goal,Open Play
108.0,30.0,Left Foot,Saved,Open Play
115.0,44.0,Right Foot,Blocked,Open Play
94.0,47.0,Right Foot,Saved,Open Play
92.0,39.0,Right Foot,Saved,Open Play
100.0,45.0,Right Foot,Goal,Open Play
99.0,32.0,Right Foot,Off T,Open Play
99.0,48.0,Left Foot,Off T,Open Play
86.0,56.0,Right Foot,Saved,Open Play
107.0,59.0,Right Foot,Saved,Open Play
98.0,37.0,Left Foot,Blocked,Open Play
100.0,27.0,Right Foot,Off T,Open Play
106.0,56.0,Left Foot,Off T,Open Play
111.0,37.0,Head,Off T,Open Play
109.0,41.0,Left Foot,Blocked,Open Play
109.0,28.0,Left Foot,Saved,Open Play
99.0,57.0,Left Foot,Blocked,Free Kick
103.0,52.0,Left Foot,Saved,Open Play
98.0,57.0,Left Foot,Off T,Free Kick
105.0,21.0,Right Foot,Off T,Open Play
108.0,40.0,Left Foot,Off T,Open Play
104.0,60.0,Right Foot,Saved,Open Play
106.0,49.0,Left Foot,Blocked,Open Play
107.0,23.0,Right Foot,Wayward,Open Play
85.0,50.0,Right Foot,Blocked,Open Play
102.0,41.0,Left Foot,Off T,Open Play
106.0,42.0,Left Foot,Off T,Open Play
93.0,57.0,Right Foot,Blocked,Open Play
86.0,24.0,Right Foot,Off T,Open Play
107.0,61.0,Right Foot,Blocked,Open Play
103.0,40.0,Left Foot,Blocked,Open Play
95.0,19.0,Left Foot,Off T,Open Play
105.0,35.0,Left Foot,Blocked,Open Play
113.0,38.0,Head,Wayward,Open Play
98.0,46.0,Right Foot,Off T,Open Play
110.0,30.0,Right Foot,Blocked,Open Play
99.0,58.0,Left Foot,Blocked,Open Play
101.0,49.0,Right Foot,Blocked,Open Play
102.0,52.0,Left Foot,Blocked,Open Play
98.0,23.0,Right Foot,Saved,Open Play
111.0,55.0,Left Foot,Saved,Open Play
94.0,24.0,Left Foot,Blocked,Open Play
108.0,47.0,Right Foot,Off T,Open Play
111.0,43.0,Head,Saved,Open Play
117.0,49.0,Head,Goal,Open Play
104.0,40.0,Left Foot,Saved,Open Play
113.0,49.0,Head,Goal,Open Play
104.0,31.0,Left Foot,Blocked,Open Play
94.0,50.0,Right Foot,Off T,Free Kick
92.0,46.0,Right Foot,Blocked,Open Play
98.0,47.0,Left Foot,Blocked,Open Play
99.0,29.0,Right Foot,Blocked,Open Play
109.0,41.0,Left Foot,Saved,Penalty
101.0,56.0,Left Foot,Off T,Open Play
114.0,49.0,Right Foot,Blocked,Open Play
96.0,53.0,Right Foot,Blocked,Open Play
113.0,43.0,Right Foot,Blocked,Open Play
99.0,52.0,Left Foot,Off T,Open Play
84.0,39.0,Right Foot,Blocked,Open Play
108.0,40.0,Right Foot,Goal,Penalty
108.0,40.0,Left Foot,Saved,Penalty
108.0,40.0,Right Foot,Goal,Penalty
108.0,40.0,Right Foot,Goal,Penalty
108.0,40.0,Right Foot,Goal,Penalty
108.0,40.0,Right Foot,Goal,Penalty
108.0,40.0,Left Foot,Saved,Penalty
108.0,40.0,Left Foot,Goal,Penalty
108.0,40.0,Right Foot,Saved,Penalty
108.0,40.0,Right Foot,Goal,Penalty
106.0,40.0,Right Foot,Blocked,Open Play
104.0,52.0,Right Foot,Off T,Open Play
88.0,33.0,Right Foot,Saved,Open Play
112.0,49.0,Right Foot,Saved,Open Play
100.0,25.0,Left Foot,Saved,Open Play
106.0,28.0,Right Foot,Saved,Open Play
114.0,43.0,Head,Saved,Open Play
113.0,41.0,Head,Off T,Open Play
109.0,52.0,Left Foot,Saved,Open Play
101.0,44.0,Left Foot,Blocked,Open Play
97.0,37.0,Left Foot,Blocked,Open Play
115.0,52.0,Right Foot,Saved,Open Play
115.0,40.0,Head,Off T,Open Play
108.0,42.0,Left Foot,Saved,Open Play
114.0,44.0,Head,Wayward,Open Play
115.0,37.0,Head,Saved,Open Play
117.0,43.0,Left Foot,Goal,Open Play
111.0,54.0,Right Foot,Saved,Open Play
88.0,34.0,Right Foot,Blocked,Open Play
101.0,46.0,Right Foot,Wayward,Open Play
108.0,40.0,Right Foot,Goal,Penalty
98.0,46.0,Right Foot,Off T,Open Play
113.0,58.0,Right Foot,Blocked,Open Play
101.0,48.0,Right Foot,Blocked,Open Play
97.0,27.0,Left Foot,Saved,Open Play
117.0,55.0,Right Foot,Off T,Open Play
102.0,47.0,Left Foot,Off T,Open Play
100.0,41.0,Left Foot,Saved,Open Play
112.0,41.0,Left Foot,Goal,Open Play
108.0,27.0,Left Foot,Saved,Open Play
85.0,60.0,Right Foot,Off T,Open Play
94.0,22.0,Right Foot,Saved,Free Kick
97.0,50.0,Right Foot,Wayward,Open Play
107.0,40.0,Other,Blocked,Open Play
108.0,45.0,Left Foot,Off T,Open Play
109.0,39.0,Head,Goal,Open Play
112.0,42.0,Head,Off T,Open Play
100.0,51.0,Left Foot,Off T,Open Play
93.0,29.0,Right Foot,Saved,Free Kick
107.0,37.0,Right Foot,Blocked,Open Play
108.0,45.0,Head,Off T,Open Play
110.0,29.0,Right Foot,Blocked,Open Play
114.0,39.0,Head,Off T,Open Play
118.0,36.0,Head,Blocked,Open Play
97.0,42.0,Right Foot,Off T,Open Play
99.0,47.0,Left Foot,Off T,Open Play
109.0,46.0,Right Foot,Off T,Open Play
109.0,56.0,Left Foot,Off T,Open Play
100.0,24.0,Right Foot,Saved,Free Kick
104.0,23.0,Left Foot,Blocked,Open Play
108.0,41.0,Head,Goal,Open Play
88.0,54.0,Right Foot,Wayward,Open Play
99.0,21.0,Right Foot,Blocked,Free Kick
109.0,43.0,Head,Saved,Open Play
92.0,45.0,Right Foot,Saved,Open Play
114.0,37.0,Head,Saved,Open Play
109.0,27.0,Left Foot,Saved,Open Play
117.0,44.0,Head,Goal,Open Play
113.0,26.0,Right Foot,Off T,Open Play
102.0,34.0,Left Foot,Goal,Open Play
108.0,40.0,Right Foot,Goal,Penalty
56.0,41.0,Right Foot,Saved,Open Play
100.0,40.0,Right Foot,Off T,Open Play
108.0,43.0,Head,Wayward,Open Play
112.0,38.0,Left Foot,Goal,Open Play
101.0,52.0,Right Foot,Off T,Open Play
102.0,47.0,Right Foot,Off T,Open Play
106.0,46.0,Right Foot,Saved,Open Play
109.0,30.0,Left Foot,Off T,Open Play
104.0,48.0,Left Foot,Off T,Open Play
105.0,25.0,Right Foot,Saved,Open Play
104.0,55.0,Right Foot,Off T,Open Play
105.0,25.0,Right Foot,Saved,Open Play
95.0,24.0,Right Foot,Blocked,Open Play
92.0,38.0,Right Foot,Saved,Open Play
108.0,27.0,Right Foot,Saved,Open Play
112.0,56.0,Right Foot,Off T,Open Play
104.0,29.0,Left Foot,Off T,Open Play
108.0,44.0,Left Foot,Saved,Open Play
115.0,36.0,Right Foot,Goal,Open Play
110.0,43.0,Head,Off T,Open Play
102.0,38.0,Right Foot,Off T,Open Play
96.0,34.0,Right Foot,Saved,Open Play
102.0,30.0,Left Foot,Saved,Open Play
114.0,43.0,Right Foot,Goal,Open Play
96.0,21.0,Left Foot,Off T,Free Kick
116.0,47.0,Head,Off T,Open Play
112.0,36.0,Right Foot,Wayward,Open Play
112.0,49.0,Right Foot,Off T,Open Play
107.0,33.0,Left Foot,Off T,Open Play
88.0,39.0,Left Foot,Saved,Open Play
94.0,48.0,Right Foot,Wayward,Open Play
100.0,31.0,Right Foot,Saved,Open Play
109.0,31.0,Left Foot,Goal,Open Play
108.0,52.0,Right Foot,Saved,Open Play
115.0,41.0,Left Foot,Saved,Open Play
96.0,32.0,Left Foot,Off T,Open Play
97.0,25.0,Left Foot,Blocked,Open Play
117.0,40.0,Left Foot,Goal,Open Play
94.0,24.0,Left Foot,Blocked,Open Play
101.0,58.0,Right Foot,Off T,Open Play
98.0,32.0,Left Foot,Saved,Open Play
87.0,43.0,Left Foot,Saved,Open Play
96.0,34.0,Right Foot,Off T,Open Play
108.0,40.0,Left Foot,Post,Penalty
115.0,45.0,Head,Wayward,Open Play
113.0,40.0,Left Foot,Wayward,Open Play
115.0,37.0,Left Foot,Off T,Open Play
89.0,41.0,Left Foot,Off T,Open Play
114.0,48.0,Head,Wayward,Open Play
104.0,63.0,Right Foot,Off T,Open Play
105.0,40.0,Left Foot,Off T,Open Play
95.0,45.0,Right Foot,Blocked,Open Play
100.0,31.0,Left Foot,Blocked,Open Play
92.0,28.0,Left Foot,Off T,Open Play
97.0,62.0,Left Foot,Blocked,Free Kick
110.0,52.0,Right Foot,Saved,Open Play
111.0,36.0,Head,Off T,Open Play
85.0,39.0,Right Foot,Blocked,Open Play
98.0,51.0,Right Foot,Saved,Open Play
111.0,40.0,Right Foot,Saved,Open Play
114.0,50.0,Right Foot,Blocked,Open Play
115.0,38.0,Right Foot,Goal,Open Play
116.0,22.0,Right Foot,Blocked,Open Play
116.0,42.0,Head,Blocked,Open Play
86.0,39.0,Right Foot,Saved,Open Play
90.0,22.0,Left Foot,Off T,Open Play
113.0,35.0,Head,Saved,Open Play
102.0,42.0,Left Foot,Blocked,Open Play
92.0,45.0,Right Foot,Blocked,Open Play
93.0,56.0,Left Foot,Off T,Open Play
105.0,25.0,Left Foot,Blocked,Open Play
112.0,52.0,Left Foot,Off T,Open Play
96.0,46.0,Right Foot,Off T,Open Play
88.0,33.0,Right Foot,Blocked,Free Kick
103.0,47.0,Left Foot,Blocked,Open Play
109.0,45.0,Right Foot,Blocked,Open Play
111.0,60.0,Right Foot,Blocked,Open Play
109.0,41.0,Right Foot,Goal,Penalty
109.0,41.0,Left Foot,Goal,Penalty
109.0,41.0,Left Foot,Goal,Penalty
109.0,41.0,Right Foot,Goal,Penalty
109.0,41.0,Left Foot,Goal,Penalty
109.0,41.0,Left Foot,Goal,Penalty
109.0,41.0,Right Foot,Goal,Penalty
109.0,41.0,Right Foot,Post,Penalty
109.0,41.0,Right Foot,Goal,Penalty
106.0,37.0,Head,Saved,Open Play
92.0,49.0,Right Foot,Saved,Open Play
98.0,35.0,Right Foot,Saved,Open Play
105.0,44.0,Right Foot,Goal,Open Play
105.0,51.0,Left Foot,Blocked,Open Play
100.0,39.0,Left Foot,Blocked,Open Play
106.0,30.0,Right Foot,Goal,Open Play
105.0,42.0,Right Foot,Blocked,Open Play
112.0,45.0,Head,Wayward,Open Play
89.0,50.0,Left Foot,Blocked,Free Kick
97.0,37.0,Right Foot,Blocked,Open Play
90.0,54.0,Right Foot,Off T,Open Play
94.0,48.0,Right Foot,Blocked,Open Play
93.0,38.0,Left Foot,Saved,Open Play
103.0,26.0,Left Foot,Off T,Open Play
99.0,32.0,Left Foot,Off T,Open Play
103.0,29.0,Left Foot,Blocked,Open Play
90.0,34.0,Right Foot,Goal,Open Play
117.0,47.0,Right Foot,Goal,Open Play
111.0,42.0,Right Foot,Off T,Open Play
112.0,27.0,Right Foot,Blocked,Open Play
97.0,33.0,Left Foot,Off T,Open Play
111.0,48.0,Head,Off T,Open Play
91.0,30.0,Right Foot,Blocked,Free Kick
113.0,40.0,Left Foot,Goal,Open Play
109.0,23.0,Right Foot,Blocked,Open Play
93.0,29.0,Left Foot,Blocked,Open Play
98.1,52.1,Right Foot,Blocked,Open Play
96.6,51.5,Left Foot,Blocked,Open Play
112.1,30.6,Head,Off T,Open Play
94.5,26.9,Left Foot,Off T,Open Play
101.2,30.6,Left Foot,Blocked,Open Play
104.5,41.1,Left Foot,Blocked,Open Play
103.7,35.9,Right Foot,Blocked,Open Play
111.7,58.7,Right Foot,Off T,Open Play
116.5,37.1,Head,Off T,Open Play
105.7,41.4,Right Foot,Blocked,Open Play
106.4,55.3,Right Foot,Saved,Open Play
107.1,53.2,Right Foot,Blocked,Open Play
108.8,32.4,Right Foot,Blocked,Open Play
112.7,39.9,Head,Saved,Open Play
110.3,54.4,Right Foot,Off T,Open Play
93.6,27.5,Right Foot,Off T,Open Play
105.9,35.6,Right Foot,Post,Open Play
103.7,46.4,Right Foot,Goal,Open Play
110.0,37.6,Head,Blocked,Open Play
117.0,41.1,Right Foot,Goal,Open Play
111.3,44.6,Right Foot,Saved,Open Play
104.7,38.1,Left Foot,Goal,Open Play
98.8,47.5,Left Foot,Post,Open Play
110.0,59.4,Right Foot,Saved,Open Play
107.2,38.6,Left Foot,Blocked,Open Play
106.8,30.2,Right Foot,Saved,Open Play
90.2,58.6,Left Foot,Goal,Open Play
104.3,35.2,Left Foot,Blocked,Open Play
103.0,57.0,Right Foot,Saved,Open Play
110.0,49.0,Head,Blocked,Open Play
106.0,53.0,Right Foot,Off T,Open Play
107.0,54.0,Right Foot,Blocked,Open Play
113.0,38.0,Head,Saved,Open Play
