location_x,location_y,body_part,outcome,type,distance,degrees_subtended
110.1,41.7,Left Foot,Saved,Open Play,10.044899203078154,43.01063562057458
92.7,34.9,Left Foot,Blocked,Open Play,27.772288346479478,16.1275758259598
96.7,29.7,Right Foot,Off T,Open Play,25.47508586835381,16.408650915529037
114.4,52.8,Right Foot,Saved,Open Play,13.97139935725838,14.036243467926536
103.0,26.7,Left Foot,Off T,Open Play,21.584485168750263,16.819863062177873
115.0,48.2,Right Foot,Goal,Open Play,9.604165762834379,27.68415308127753
111.0,42.1,Head,Saved,Open Play,9.241753080449618,46.049285614067486
103.8,35.7,Right Foot,Saved,Open Play,16.760966559241147,26.06722484200909
98.2,58.3,Left Foot,Saved,Open Play,28.462782717085126,12.386179465267416
111.4,30.2,Right Foot,Post,Open Play,13.038404810405295,24.072858748031674
115.6,40.8,Left Foot,Wayward,Open Play,4.472135954999585,83.5169263071027
86.5,64.9,Right Foot,Off T,Open Play,41.74038811510981,8.824659898515739
96.2,30.6,Right Foot,Blocked,Open Play,25.589060162499127,16.59715391986486
107.5,49.2,Left Foot,Blocked,Open Play,15.520631430454111,23.97288915556296
105.9,51.8,Left Foot,Blocked,Open Play,18.38613608129777,19.303120934227
101.4,23.6,Left Foot,Blocked,Open Play,24.79758052714014,13.95247776808494
102.8,40.7,Right Foot,Blocked,Open Play,17.21423829276219,26.14411619478471
107.9,32.3,Left Foot,Post,Open Play,14.342245291445824,27.03428373560642
100.0,34.3,Left Foot,Off T,Open Play,20.79639391817726,21.01492230725182
107.9,60.7,Left Foot,Saved,Open Play,23.977072381756702,9.82599988467829
115.3,44.0,Left Foot,Goal,Open Play,6.171709649683792,59.565764246556576
108.8,33.7,Right Foot,Off T,Open Play,12.850291825480074,30.998209113561614
118.8,42.7,Right Foot,Goal,Open Play,2.954657340538835,127.13634346243812
106.5,27.4,Left Foot,Saved,Open Play,18.46645607581487,18.381516581402984
97.2,45.3,Left Foot,Off T,Open Play,23.407904647789383,18.926957577887176
98.9,39.7,Right Foot,Saved,Open Play,21.10213259365033,21.464664287296767
77.1,78.0,Right Foot,Off T,Open Play,57.309772290596314,5.994386845108714
95.8,47.7,Left Foot,Saved,Open Play,25.395472037353436,17.109642494632954
96.8,40.4,Left Foot,Goal,Open Play,23.203448019637083,19.559276652926528
109.6,39.3,Right Foot,Blocked,Open Play,10.423531071570714,41.92394194784689
109.0,24.1,Left Foot,Off T,Open Play,19.33416664870767,13.817129400274016
102.8,28.6,Right Foot,Blocked,Open Play,20.63492185592182,18.56068917595162
98.6,36.6,Left Foot,Off T,Open Play,21.668410186259635,20.68110148172779
101.2,24.1,Right Foot,Saved,Open Play,24.622144504490258,14.295183768174148
114.5,26.9,Left Foot,Saved,Open Play,14.207744367069674,13.318846760517774
96.1,22.5,Right Foot,Off T,Open Play,29.621951319924896,12.513877286608135
97.8,38.8,Left Foot,Blocked,Open Play,22.232408776378687,20.37150230127749
108.9,55.9,Right Foot,Off T,Open Play,19.39123513343077,13.855611408960426
101.5,22.1,Right Foot,Blocked,Open Play,25.74218327958994,12.891167575966731
111.0,29.4,Right Foot,Off T,Open Play,13.905394636614957,22.094889375842584
98.5,32.0,Right Foot,Saved,Open Play,22.940139493908923,18.628429650949585
105.0,35.0,Right Foot,Goal,Open Play,15.811388300841896,27.149681697783173
92.2,28.6,Left Foot,Blocked,Open Play,30.046630426721723,14.078801870179351
99.4,26.3,Left Foot,Post,Open Play,24.739644298170493,15.455422947338585
114.0,29.0,Left Foot,Blocked,Open Play,12.529964086141668,18.79988515865264
105.1,45.1,Head,Off T,Open Play,15.748650735856712,27.19177858596838
101.0,47.7,Left Foot,Goal,Open Play,20.500975586542218,20.60464147868086
111.0,53.7,Head,Off T,Open Play,16.39176622576103,15.90406020354763
85.0,51.0,Right Foot,Off T,Open Play,36.68787265568828,11.888658039627998
108.1,35.6,Head,Saved,Open Play,12.687395319765209,33.29240925986955
94.0,32.0,Right Foot,Off T,Open Play,27.202941017470888,16.028978306276706
111.0,26.0,Left Foot,Off T,Open Play,16.64331697709324,15.422161318738677
111.3,53.5,Right Foot,Off T,Open Play,16.06051057718901,16.049184560729714
114.1,33.1,Head,Off T,Open Play,9.078546139112806,35.39871777514906
101.0,42.2,Right Foot,Saved,Open Play,19.126944345608372,23.48419130127651
113.6,47.9,Left Foot,Off T,Open Play,10.167103815738287,30.37087869655737
109.0,51.0,Right Foot,Saved,Open Play,15.556349186104045,21.27496997170673
100.1,18.1,Right Foot,Saved,Open Play,29.590876972472447,10.492193038325905
90.1,38.1,Right Foot,Post,Open Play,29.960307074527798,15.17997435943996
115.7,50.2,Right Foot,Off T,Open Play,11.06932698947863,17.895980721836455
105.1,51.1,Right Foot,Blocked,Open Play,18.58009687811127,19.903696480649252
111.2,49.3,Right Foot,Off T,Open Play,12.803515142334932,25.44981250849904
109.3,39.2,Head,Saved,Open Play,10.729864864013901,40.81102062192732
115.0,33.0,Left Foot,Saved,Open Play,8.602325267042627,34.59228868750995
109.5,55.1,Right Foot,Off T,Open Play,18.391846019364127,14.609582725277862
108.0,46.0,Right Foot,Wayward,Open Play,13.416407864998739,30.34324888423957
108.2,53.2,Right Foot,Off T,Open Play,17.705366418123067,17.605912068023155
100.1,33.1,Left Foot,Off T,Open Play,21.062288574606516,20.419954478249483
110.1,25.1,Left Foot,Blocked,Open Play,17.889102828258327,14.601539235992634
112.9,38.0,Head,Off T,Open Play,7.376313442364005,55.932168671202646
101.8,38.6,Right Foot,Saved,Open Play,18.25376673456742,24.655898744081593
108.1,51.1,Left Foot,Blocked,Open Play,16.273291000900837,20.937145541677392
97.0,55.1,Left Foot,Blocked,Open Play,27.5138147118861,13.945059234874853
100.1,29.8,Right Foot,Off T,Open Play,22.3617977810372,18.20560336471046
103.2,39.0,Left Foot,Saved,Open Play,16.82973558912914,26.69867941230681
114.1,49.1,Right Foot,Saved,Open Play,10.845275469069474,24.913713612512044
104.0,52.0,Right Foot,Blocked,Open Play,20.0,18.434948822922017
104.0,45.0,Right Foot,Blocked,Open Play,16.76305461424021,25.781419167793924
104.1,58.1,Right Foot,Goal,Open Play,24.091907354960508,12.70023760320971
103.3,28.7,Right Foot,Goal,Open Play,20.163829001457042,18.883529960577423
105.1,33.1,Left Foot,Blocked,Open Play,16.42010962204577,25.173265471904177
112.9,33.4,Left Foot,Wayward,Open Play,9.693812459502192,36.07278833873746
100.1,37.9,Left Foot,Off T,Open Play,20.01049724519609,22.495931759374944
104.3,32.2,Left Foot,Blocked,Open Play,17.530829986055995,23.322140579077356
117.9,30.7,Right Foot,Off T,Open Play,9.534149149242422,12.642152327889828
106.4,21.8,Left Foot,Off T,Open Play,22.720035211240315,12.27143127241687
109.5,39.8,Right Foot,Off T,Open Play,10.501904589168577,41.69684082111746
106.9,26.5,Left Foot,Blocked,Open Play,18.811166896287954,17.233244675005135
108.5,29.1,Right Foot,Goal,Open Play,15.844872987815332,21.374849804162718
101.3,30.4,Right Foot,Saved,Open Play,21.02022835270826,19.356242877761023
113.3,42.5,Left Foot,Saved,Open Play,7.151223671512452,56.75127084368522
107.9,49.3,Left Foot,Saved,Open Play,15.261061562027715,24.05066263482542
110.2,40.5,Right Foot,Goal,Open Play,9.812746812182608,44.31763877051688
99.0,49.6,Right Foot,Off T,Open Play,23.09025768587263,17.996445475026565
104.0,47.4,Right Foot,Off T,Open Play,17.628386199536248,23.472972859476464
112.7,49.8,Head,Off T,Open Play,12.220065466273079,23.653945169856964
100.8,26.6,Left Foot,Saved,Open Play,23.413671220037237,16.098843537507385
100.3,40.3,Left Foot,Off T,Open Play,19.702284131541706,22.950277968279536
107.7,30.3,Left Foot,Blocked,Open Play,15.664609794054876,23.218484252776292
116.0,31.9,Head,Off T,Open Play,9.033825324855469,25.999904666890718
94.6,39.4,Left Foot,Saved,Open Play,25.4070856258643,17.88933296466555
104.1,52.9,Right Foot,Off T,Open Play,20.474862636901868,17.508429384258186
104.7,50.0,Right Foot,Off T,Open Play,18.278129007094787,21.0465631205179
103.4,33.0,Left Foot,Off T,Open Play,18.01554883982167,23.286382220674454
113.3,51.9,Right Foot,Blocked,Open Play,13.656500283747663,17.451557411051372
93.3,40.1,Left Foot,Blocked,Open Play,26.700187265260894,17.040313401934167
107.7,51.0,Right Foot,Goal,Open Play,16.501212076693033,21.003796788157075
111.3,45.1,Right Foot,Goal,Open Play,10.08464178838297,39.081271940141754
112.1,29.8,Left Foot,Saved,Open Play,12.901550294441366,22.78596660584374
112.6,37.4,Right Foot,Goal,Open Play,7.843468620451037,52.44263509960744
117.2,37.4,Head,Off T,Open Play,3.820994634908559,93.57633437499739
110.9,47.2,Head,Off T,Open Play,11.60387866189577,31.532001345112896
117.4,37.2,Left Foot,Goal,Open Play,3.8209946349085544,93.85063882391088
100.8,27.3,Left Foot,Blocked,Open Play,23.02020851339101,16.64000556947456
102.6,49.9,Left Foot,Blocked,Open Play,20.01924074484345,19.888835299950763
100.5,36.1,Right Foot,Blocked,Open Play,19.88617610301186,22.348079645053666
91.5,50.4,Left Foot,Blocked,Open Play,30.3382596732245,14.149325920221143
118.5,32.2,Head,Goal,Open Play,7.942921376924233,14.296469066097243
111.9,52.9,Left Foot,Goal,Open Play,15.232202729743321,16.697784220925584
97.3,44.2,Left Foot,Saved,Open Play,23.08527669316528,19.356620985143806
96.0,42.9,Right Foot,Off T,Open Play,24.174573419193976,18.664163333831716
114.0,45.8,Left Foot,Post,Open Play,8.345058418010023,41.82391641642241
111.5,55.1,Left Foot,Blocked,Open Play,17.328012003689288,13.453339977720537
103.4,51.2,Right Foot,Saved,Open Play,20.024984394500784,19.031109514332012
100.7,49.3,Left Foot,Saved,Open Play,21.423818520515894,19.21592210814008
94.9,46.7,Right Foot,Off T,Open Play,25.978837541352764,16.948618010266536
99.8,55.1,Left Foot,Saved,Open Play,25.220031720836516,14.607707517856046
108.1,48.1,Right Foot,Blocked,Open Play,14.395138068111752,26.466687361142583
112.1,35.7,Head,Goal,Open Play,8.994442728707547,44.23967909679209
112.5,30.9,Left Foot,Saved,Open Play,11.792370414806348,25.992337058197904
105.8,53.5,Left Foot,Blocked,Open Play,19.593111034238543,17.160057879559034
107.5,45.3,Right Foot,Blocked,Open Play,13.577186748365802,30.71183136818707
92.2,44.0,Left Foot,Blocked,Open Play,28.086295590554474,16.054219662775743
93.7,39.9,Right Foot,Blocked,Open Play,26.300190113381305,17.295585202407256
99.7,28.8,Right Foot,Off T,Open Play,23.18469322635087,17.296143684169788
105.5,44.9,Head,Blocked,Open Play,15.305554547287725,27.989582036564574
118.9,54.4,Right Foot,Off T,Open Play,14.441952776546527,2.616463244993594
96.0,32.8,Right Foot,Off T,Open Play,25.05673562138532,17.42225010950855
112.2,48.9,Head,Blocked,Open Play,11.834272263219226,26.703446510613848
110.2,32.4,Head,Off T,Open Play,12.401612798341995,29.63730055118007
103.3,44.9,Right Foot,Blocked,Open Play,17.40402252354323,24.969864292123244
102.8,47.4,Left Foot,Goal,Open Play,18.72431574183687,22.35429277411075
97.1,40.8,Left Foot,Saved,Open Play,22.913969538253305,19.793096974278413
101.9,49.9,Right Foot,Wayward,Open Play,20.63055985667863,19.46841812184396
109.1,31.1,Left Foot,Saved,Open Play,14.07195793057953,25.597600714572724
114.2,33.4,Head,Off T,Open Play,8.786353054595518,37.1683104658389
110.1,26.1,Right Foot,Goal,Open Play,17.065169205138286,16.054219662775722
94.0,53.0,Right Foot,Off T,Open Play,29.068883707497267,14.085019658907115
116.8,29.7,Head,Blocked,Open Play,10.785638599545232,14.314050397021761
115.9,49.5,Head,Saved,Open Play,10.346980235798267,19.809124850965
114.6,35.8,Head,Off T,Open Play,6.841052550594834,54.51253760227895
112.1,37.1,Right Foot,Post,Open Play,8.415461959987704,49.06146551283783
115.1,46.1,Left Foot,Blocked,Open Play,7.824321056807426,40.92113581628296
103.6,29.1,Left Foot,Blocked,Open Play,19.691876497683,19.438261286996777
112.0,38.9,Head,Saved,Open Play,8.075270893288968,52.44309127322985
113.1,47.1,Head,Post,Open Play,9.900505037623086,33.94081331910755
113.0,43.0,Head,Off T,Open Play,7.615773105863909,53.13010235415599
119.0,30.9,Left Foot,Goal,Open Play,9.154780172128659,6.728465276529872
99.1,50.1,Right Foot,Wayward,Open Play,23.212496634356253,17.734491435163047
107.3,29.8,Right Foot,Blocked,Open Play,16.28895331198417,22.170506412267713
114.7,49.0,Right Foot,Saved,Open Play,10.444615837837214,24.487993146276057
101.1,50.9,Left Foot,Saved,Open Play,21.817882573705457,18.19473047385491
86.1,51.0,Left Foot,Saved,Open Play,35.640005611671846,12.201317984138747
115.1,35.1,Right Foot,Off T,Open Play,6.929646455628169,50.75678783976686
110.4,27.2,Right Foot,Saved,Open Play,15.999999999999998,17.744671625056906
112.7,41.3,Head,Saved,Open Play,7.414849964766647,56.27824734084703
116.8,28.9,Right Foot,Blocked,Open Play,11.552056094046637,12.296162014728933
110.1,39.9,Head,Off T,Open Play,9.900505037623088,43.99790582428046
99.1,50.1,Right Foot,Blocked,Open Play,23.212496634356253,17.734491435163047
106.5,36.9,Right Foot,Blocked,Open Play,13.851353724455961,31.55512054138627
102.1,32.1,Right Foot,Wayward,Open Play,19.565786465153916,21.32478876606125
111.1,51.8,Right Foot,Blocked,Open Play,14.780054127099808,19.376353953896125
109.2,55.2,Right Foot,Saved,Open Play,18.646179233290663,14.600619781198786
109.6,35.5,Head,Off T,Open Play,11.331813623599716,36.506907960779394
95.6,40.7,Left Foot,Off T,Open Play,24.410038918445014,18.605229098018214
91.1,56.1,Left Foot,Blocked,Open Play,33.082019285406396,12.1003446153663
112.1,33.1,Left Foot,Post,Open Play,10.489041900955495,33.90889184527137
107.3,26.5,Left Foot,Blocked,Open Play,18.534832073693035,17.23342604106621
100.0,33.8,Left Foot,Blocked,Open Play,20.93895890439637,20.744283101579462
109.7,40.9,Right Foot,Goal,Open Play,10.339245620450264,42.192012968028294
114.2,25.6,Right Foot,Blocked,Open Play,15.52417469626002,11.652313968526666
112.5,37.6,Head,Saved,Open Play,7.874642849044012,52.5178066700508
90.9,57.6,Right Foot,Off T,Open Play,34.00838131990407,11.536096944915007
111.4,49.0,Right Foot,Goal,Open Play,12.448293055676345,26.340311154842677
103.6,38.4,Left Foot,Goal,Open Play,16.47786393923679,27.178809094845914
104.3,24.2,Left Foot,Saved,Open Play,22.273975846265078,14.659826947147534
91.4,49.3,Left Foot,Off T,Open Play,30.07407521437691,14.441424177671903
104.7,36.0,Left Foot,Blocked,Open Play,15.814234094637651,27.60397993061913
112.0,50.1,Right Foot,Saved,Open Play,12.88448679614365,23.10494818362614
115.3,37.7,Left Foot,Goal,Open Play,5.232590180780453,73.16105794093063
115.8,31.3,Right Foot,Blocked,Open Play,9.660745312862772,23.485017948391384
94.0,36.8,Right Foot,Saved,Open Play,26.196182928052707,17.241029189078887
91.7,45.5,Right Foot,Off T,Open Play,28.8294987816299,15.522298357727752
90.4,45.9,Right Foot,Wayward,Open Play,30.182279569310193,14.820268269410278
91.3,28.3,Right Foot,Off T,Open Play,30.99322506613341,13.661988948324694
94.9,40.7,Right Foot,Off T,Open Play,25.109759058979435,18.095824997494823
103.3,43.8,Right Foot,Off T,Open Play,17.12687945890903,25.721817019580403
105.9,50.2,Right Foot,Saved,Open Play,17.40258601472781,21.466582402770488
100.3,46.3,Right Foot,Off T,Open Play,20.682843131445928,20.943279848258165
101.2,36.0,Right Foot,Off T,Open Play,19.220822042774337,23.05130091647304
109.5,48.5,Right Foot,Saved,Open Play,13.509256086106296,26.771150214462132
100.0,42.7,Left Foot,Blocked,Open Play,20.18142710513803,22.23984345062916
109.4,37.4,Left Foot,Goal,Open Play,10.914210919713797,39.43192737429181
95.0,39.7,Right Foot,Saved,Open Play,25.001799935204666,18.178044145469517
94.8,29.1,Right Foot,Blocked,Open Play,27.456328960733263,15.281726190642189
115.3,37.2,Head,Off T,Open Play,5.470831746635973,69.67140406619902
102.3,37.0,Left Foot,Saved,Open Play,17.952437160452618,24.811429460360927
112.3,31.8,Left Foot,Goal,Open Play,11.248555462813883,29.13156899221964
95.7,50.3,Right Foot,Blocked,Open Play,26.392802049043596,15.94139298204067
100.8,41.4,Right Foot,Saved,Open Play,19.250974001333027,23.42053024167462
101.1,46.2,Right Foot,Off T,Open Play,19.890952717253146,21.715491266430387
109.3,55.3,Right Foot,Off T,Open Play,18.670297265978387,14.433607396680504
101.9,37.7,Left Foot,Goal,Open Play,18.245547402037566,24.556915742387627
110.1,45.2,Left Foot,Blocked,Open Play,11.182575731914367,35.98986694777174
99.0,45.8,Left Foot,Off T,Open Play,21.78623418583395,20.11780102431226
105.9,32.4,Left Foot,Off T,Open Play,16.017802595861887,25.1212415986714
