location_x,location_y,body_part,outcome,shot_type,distance,degrees_subtended
108.9,35.3,Right Foot,Saved,Open Play,11.12205017071942,34.48030402840897
117.3,43.3,Other,Goal,Open Play,2.700000000000003,84.23688530831144
107.5,43.9,Left Foot,Off T,Open Play,12.5,32.75124295668386
94.2,56.4,Left Foot,Blocked,Open Play,28.625163754990115,12.663462642231769
109.7,39.6,Right Foot,Goal,Open Play,10.299999999999997,42.396685123807494
112.0,40.7,Head,Saved,Open Play,8.0,52.85038323278706
114.1,47.8,Right Foot,Blocked,Open Play,7.017834423809103,30.650667957052896
95.9,41.6,Right Foot,Blocked,Open Play,24.099999999999994,18.768455591369314
99.4,35.9,Left Foot,Blocked,Open Play,20.600242717016705,21.186812182947666
106.6,42.1,Head,Wayward,Open Play,13.400000000000006,32.54639368878908
84.3,43.0,Right Foot,Blocked,Open Play,35.7,12.698227249120235
90.3,55.4,Left Foot,Blocked,Open Play,31.81273329973393,12.153796356593165
88.9,43.3,Right Foot,Blocked,Open Play,31.099999999999994,14.49910811823078
99.5,42.0,Right Foot,Goal,Open Play,20.5,21.88605023022435
91.4,42.4,Right Foot,Post,Open Play,28.599999999999994,15.815648037340877
98.8,53.6,Right Foot,Blocked,Open Play,23.27230113246217,15.336620468162094
109.8,44.2,Left Foot,Blocked,Open Play,10.201960595885483,37.67324938423273
96.4,39.9,Right Foot,Saved,Open Play,23.599999999999994,19.239126089200848
91.1,24.1,Right Foot,Saved,Open Play,31.254119728445406,12.170436790271173
95.4,53.4,Left Foot,Saved,Open Play,26.334767893414206,14.359873757230696
103.6,19.2,Left Foot,Off T,Open Play,23.477648945326706,10.833444506032205
83.6,32.4,Left Foot,Off T,Open Play,36.57758876689387,12.02786132491823
110.0,26.6,Left Foot,Blocked,Open Play,13.72443077143821,16.88494279961008
110.7,45.8,Right Foot,Saved,Open Play,9.472592042308163,35.545484394579304
111.2,38.9,Head,Saved,Open Play,8.799999999999997,48.33364232309617
105.1,37.9,Left Foot,Blocked,Open Play,14.900000000000006,29.53094952323024
116.0,34.8,Head,Off T,Open Play,4.176122603564221,49.80219009005426
95.6,60.9,Right Foot,Saved Off Target,Open Play,29.681138792169012,10.873710870293799
97.8,49.9,Right Foot,Off T,Open Play,22.970633426181355,17.16854229846136
110.8,40.1,Head,Goal,Open Play,9.200000000000003,46.99296812809354
114.1,40.5,Head,Saved,Open Play,5.900000000000006,68.01047575998221
119.5,36.9,Left Foot,Goal,Open Play,0.5,146.91713223443767
100.3,36.8,Right Foot,Blocked,Open Play,19.700000000000003,22.40191447230781
119.0,35.8,Head,Goal,Open Play,1.0198039027185575,71.73711005780572
106.6,37.3,Right Foot,Blocked,Open Play,13.400000000000006,32.106255955117824
92.4,22.4,Right Foot,Off T,Open Play,30.768815381811496,11.815102598669451
111.1,48.4,Head,Off T,Open Play,9.92824254337091,28.024446699551977
105.6,29.1,Right Foot,Off T,Open Play,15.967780058605522,20.375461233588094
114.3,52.4,Right Foot,Blocked,Open Play,10.15135458941318,14.994238028478577
104.4,40.5,Left Foot,Blocked,Open Play,15.599999999999994,28.736236745385135
85.0,57.5,Right Foot,Off T,Open Play,37.51333096380539,10.469472335821926
85.6,37.6,Right Foot,Off T,Open Play,34.400000000000006,13.202184494695418
107.2,31.0,Left Foot,Off T,Open Play,13.741906709041505,24.107285141306274
95.6,38.7,Right Foot,Blocked,Open Play,24.400000000000006,18.56944224153444
118.8,39.0,Head,Goal,Open Play,1.2000000000000028,144.7028572328523
81.9,44.1,Right Foot,Off T,Open Play,38.10013123336978,11.851912620712143
117.7,31.8,Head,Off T,Open Play,4.78852795752515,18.029596860705308
103.7,38.1,Right Foot,Off T,Open Play,16.299999999999997,27.239617097540794
110.3,29.3,Right Foot,Saved,Open Play,11.78897790310933,21.946941785678604
95.5,42.4,Left Foot,Saved,Open Play,24.5,18.37637165131385
99.9,40.8,Right Foot,Off T,Open Play,20.099999999999994,22.476830132272447
101.2,51.8,Right Foot,Blocked,Open Play,20.35386941099898,17.511300980943428
101.1,39.1,Right Foot,Off T,Open Play,18.900000000000006,23.849234834829907
92.5,43.4,Left Foot,Saved,Open Play,27.5,16.31090752659982
111.4,47.4,Left Foot,Off T,Open Play,9.247702417357507,31.398303203066757
92.9,27.7,Left Foot,Off T,Open Play,28.342547521350294,13.997484016975958
95.9,37.4,Right Foot,Off T,Open Play,24.099999999999994,18.640100304029314
96.4,49.9,Right Foot,Saved,Open Play,24.32632319114419,16.461120651990342
115.8,30.7,Head,Wayward,Open Play,6.762396025078687,20.869596129523153
116.7,23.9,Left Foot,Saved,Open Play,12.541929676090518,5.931526924919723
107.2,48.1,Left Foot,Saved,Open Play,13.440610105199836,25.628787472563495
115.4,31.9,Right Foot,Blocked,Open Play,6.161980201201555,27.474176712124493
113.4,33.3,Head,Blocked,Open Play,7.130918594402823,36.08375991335145
101.6,28.3,Left Foot,Saved,Open Play,19.94617757867407,17.764578795444557
113.7,53.6,Right Foot,Saved,Open Play,11.482595525402782,13.579829115971215
93.8,53.0,Right Foot,Post,Open Play,27.702707448911923,14.019539908710234
107.2,44.7,Right Foot,Off T,Open Play,12.819126335285096,31.073211965956556
96.1,47.1,Left Foot,Post,Open Play,24.100207467986667,17.52140271856462
110.5,49.8,Left Foot,Goal,Open Play,11.130588483993106,24.051086926305874
107.9,42.2,Head,Saved,Open Play,12.099999999999994,35.59173984291817
102.0,28.7,Left Foot,Blocked,Open Play,19.42395428330699,18.289248773524637
112.9,50.5,Left Foot,Blocked,Open Play,9.6260064408871,21.437196986183427
110.9,40.7,Right Foot,Blocked,Open Play,9.099999999999994,47.24814453538181
95.9,54.8,Left Foot,Blocked,Open Play,26.40927867246661,13.818471663155119
99.2,40.3,Left Foot,Blocked,Open Play,20.799999999999997,21.76679183322013
99.1,36.0,Right Foot,Saved,Open Play,20.900000000000006,20.945602571187845
101.8,56.6,Right Foot,Off T,Open Play,22.135943621178658,13.84440563731597
101.6,31.0,Left Foot,Blocked,Open Play,19.067249408344146,20.039627849476027
92.0,42.0,Right Foot,Off T,Open Play,28.0,16.18037385698698
99.3,32.3,Right Foot,Blocked,Open Play,21.02807646933024,19.341637715850066
97.7,36.1,Right Foot,Saved,Open Play,22.299999999999997,19.764134551700447
116.8,42.4,Head,Goal,Open Play,3.200000000000003,89.99999999999997
112.5,50.1,Right Foot,Blocked,Open Play,9.667471230885562,22.86821589862933
117.1,42.6,Other,Goal,Open Play,2.9000000000000057,92.04893205203403
101.5,48.1,Right Foot,Saved,Open Play,18.948878594787608,20.690844255425343
108.2,26.4,Left Foot,Blocked,Open Play,15.211837495845133,17.02954430804746
96.3,29.2,Left Foot,Blocked,Open Play,24.656236533583144,15.974412146034886
109.8,40.1,Head,Blocked,Open Play,10.200000000000003,42.82269455056015
113.5,39.0,Head,Blocked,Open Play,6.5,62.34373259765942
74.9,44.6,Right Foot,Blocked,Open Play,45.10399095423818,10.033768140690855
104.3,37.5,Left Foot,Saved,Open Play,15.700000000000003,27.947731512217366
98.6,36.6,Right Foot,Wayward,Open Play,21.400000000000006,20.68110148172779
88.6,25.4,Right Foot,Off T,Open Play,33.14091127292671,11.987029513410423
91.5,47.2,Right Foot,Blocked,Open Play,28.679086456859118,15.047577415789599
106.9,28.6,Right Foot,Saved to Post,Open Play,15.04559736268387,20.152395926520494
86.4,37.9,Left Foot,Off T,Open Play,33.599999999999994,13.5263328606102
93.4,34.3,Right Foot,Off T,Open Play,26.65426795093048,16.378186448085085
113.1,30.9,Left Foot,Off T,Open Play,8.58020978764506,25.754201801079564
98.8,51.3,Right Foot,Blocked,Open Play,22.42164133153503,16.817297657506636
106.2,40.4,Right Foot,Saved,Open Play,13.799999999999997,32.30526601518941
107.2,40.3,Head,Saved,Open Play,12.799999999999997,34.69172950875504
106.0,50.4,Right Foot,Saved,Open Play,15.393505123915086,21.239758134501045
114.1,39.1,Head,Off T,Open Play,5.900000000000006,67.42842042281204
107.5,23.9,Left Foot,Saved,Open Play,17.397126199461795,14.054466457073753
101.8,49.7,Right Foot,Off T,Open Play,19.071706793048183,19.58063660873845
89.0,41.6,Left Foot,Blocked,Open Play,31.0,14.666746276519516
107.9,42.7,Other,Saved,Open Play,12.099999999999994,35.10635504922956
89.3,43.9,Right Foot,Blocked,Open Play,30.700000000000003,14.617406425778258
101.8,38.3,Right Foot,Saved,Open Play,18.200000000000003,24.59236347850654
118.9,30.4,Right Foot,Off T,Open Play,5.7070132293521105,6.488889207519121
111.3,37.5,Left Foot,Off T,Open Play,8.700000000000003,46.54678770759779
105.2,23.0,Right Foot,Off T,Open Play,19.698730923589974,13.52990448422556
88.7,42.5,Right Foot,Blocked,Open Play,31.299999999999997,14.475439249740193
95.5,45.1,Left Foot,Off T,Open Play,24.5246814454337,17.805698103145883
112.5,44.3,Head,Off T,Open Play,7.505997601918082,45.60796675664321
103.5,28.4,Left Foot,Off T,Open Play,18.166177363441104,18.662913164854555
111.5,37.2,Head,Wayward,Open Play,8.5,46.695518964624895
111.7,41.4,Head,Blocked,Open Play,8.299999999999997,50.44144701688728
102.5,40.0,Right Foot,Saved,Open Play,17.5,25.750003119224974
104.1,47.6,Right Foot,Saved,Open Play,16.302453803032236,23.355453083580556
108.2,37.0,Left Foot,Off T,Open Play,11.799999999999997,35.52128039687713
94.0,50.5,Left Foot,Goal,Open Play,26.800186566514792,15.11182837778653
95.3,49.9,Right Foot,Blocked,Open Play,25.394881374009213,15.934461383314227
97.0,43.2,Right Foot,Wayward,Open Play,23.0,19.374482454194386
95.8,47.3,Head,Saved Off Target,Open Play,24.42396364229197,17.264687373390107
114.2,42.9,Head,Off T,Open Play,5.799999999999997,60.68916933519721
109.5,31.8,Right Foot,Saved,Open Play,11.308846094982458,27.481468978894323
111.3,28.7,Head,Off T,Open Play,11.356936206565575,20.376895846384638
110.9,23.2,Left Foot,Saved,Open Play,15.70509471477329,11.781070560194918
99.5,37.5,Right Foot,Off T,Open Play,20.5,21.77734068730003
106.0,26.8,Left Foot,Off T,Open Play,16.75231327309754,17.545382760868083
96.4,40.3,Left Foot,Off T,Open Play,23.599999999999994,19.236490398517702
95.8,50.0,Left Foot,Saved,Open Play,24.93270943960965,16.125140400578037
106.1,28.7,Left Foot,Saved,Open Play,15.700318468107588,20.037405293715807
98.3,52.2,Right Foot,Saved,Open Play,23.19762918920811,16.042364816220594
85.2,27.2,Right Foot,Off T,Open Play,35.89540360547573,11.578231075314738
91.9,49.9,Right Foot,Saved to Post,Open Play,28.71271495348358,14.462023390326175
107.7,36.7,Head,Post,Open Play,12.299999999999997,33.94618067806054
111.7,33.0,Left Foot,Blocked,Open Play,8.825531145489203,33.091611241474894
104.3,55.2,Right Foot,Off T,Open Play,19.285486771144775,15.223705797602275
112.2,35.5,Left Foot,Blocked,Open Play,7.816009211867649,43.791255934573215
100.8,54.0,Left Foot,Blocked,Open Play,21.648094604375697,15.640387110153934
104.7,30.0,Right Foot,Blocked,Open Play,16.434415109762803,21.046563120517877
109.7,50.7,Right Foot,Blocked,Open Play,12.287391912037313,21.938413530882293
114.0,32.5,Head,Blocked,Open Play,6.946221994724902,32.19075125975296
112.2,31.9,Right Foot,Blocked,Open Play,8.81192374002408,29.464777053187845
109.3,29.7,Left Foot,Saved,Open Play,12.416923934694939,22.705322834799283
106.8,33.3,Left Foot,Saved,Open Play,13.473306943731375,27.468303307985806
102.2,17.8,Right Foot,Saved,Open Play,25.457415422622933,10.171637364356291
98.6,30.2,Right Foot,Goal,Open Play,22.172054483064944,17.651882514274206
112.0,44.4,Right Foot,Wayward,Open Play,8.009993757800315,43.534775801184644
113.1,35.3,Right Foot,Goal,Open Play,6.935416353759886,45.78914816014582
104.5,36.0,Right Foot,Saved,Open Play,15.5,27.29957221133281
86.4,50.7,Right Foot,Off T,Open Play,34.261494421580615,12.352241921350679
119.5,20.9,Right Foot,Off T,Open Play,15.108275877809488,0.656543536895884
100.4,34.7,Right Foot,Off T,Open Play,19.643064933965874,21.589189995435568
102.7,64.0,Right Foot,Blocked,Open Play,26.44409196777231,9.149663562837418
103.2,56.6,Left Foot,Saved,Open Play,21.0,13.93168924180303
105.8,57.2,Right Foot,Blocked,Open Play,19.387624919004395,13.275535781523674
100.7,54.4,Right Foot,Goal,Open Play,21.92373143422442,15.313999958392822
113.3,55.9,Right Foot,Saved,Open Play,13.656500283747663,10.77308191112837
114.5,39.9,Head,Off T,Open Play,5.5,72.0429619517208
113.5,45.2,Right Foot,Goal,Open Play,6.609841147864297,44.29805434841866
114.5,45.8,Right Foot,Off T,Open Play,5.787054518492114,42.57593226996
102.6,20.5,Right Foot,Blocked,Open Play,23.302574965011917,11.788011512586253
112.9,46.1,Left Foot,Goal,Open Play,7.404052944165103,38.41703927604745
97.7,37.3,Right Foot,Saved,Open Play,22.299999999999997,20.05914974586607
94.5,50.4,Right Foot,Blocked,Open Play,26.29087294100369,15.364573388828658
110.4,30.6,Right Foot,Blocked,Open Play,11.014535850411486,25.023756617956966
109.1,32.9,Left Foot,Blocked,Open Play,11.332254850646455,29.644909869279395
112.6,37.4,Head,Wayward,Open Play,7.400000000000006,52.44263509960744
113.1,37.0,Head,Off T,Open Play,6.900000000000006,53.65851355587081
111.6,43.2,Head,Goal,Open Play,8.400000000000006,46.041626676009926
108.8,59.1,Right Foot,Blocked,Open Play,18.80026595556563,10.698778941328454
112.0,26.7,Left Foot,Blocked,Open Play,12.267436570041845,15.885482463631417
96.2,42.8,Left Foot,Off T,Open Play,23.799999999999997,18.83181444478747
93.5,43.2,Right Foot,Off T,Open Play,26.5,16.929378920887604
112.8,40.5,Right Foot,Saved,Open Play,7.200000000000003,57.93028471563793
92.7,44.2,Right Foot,Blocked,Open Play,27.30073259090312,16.298755056017384
94.9,36.4,Right Foot,Blocked,Open Play,25.099999999999994,17.75872978260659
111.2,39.4,Head,Off T,Open Play,8.799999999999997,48.722015014716206
101.8,45.4,Right Foot,Saved,Open Play,18.25376673456742,22.916902618446738
107.1,34.1,Head,Off T,Open Play,13.039171752837683,29.125469854054575
95.7,23.4,Left Foot,Goal,Open Play,27.372431386341987,12.881590026561126
102.3,28.0,Right Foot,Blocked,Open Play,19.423954283306994,17.790263137515122
103.0,35.9,Left Foot,Off T,Open Play,17.000294115102832,25.139396179985866
101.1,49.8,Left Foot,Blocked,Open Play,19.769926656414288,19.075262569236614
115.6,28.3,Left Foot,Saved,Open Play,8.868483523128406,14.08909933809235
102.0,54.3,Right Foot,Off T,Open Play,20.738611332488006,15.694358955165066
91.9,56.9,Right Foot,Off T,Open Play,30.91957308890276,11.982187047678542
106.4,16.5,Right Foot,Off T,Open Play,23.774145620820946,8.578814409754921
110.3,58.4,Right Foot,Off T,Open Play,17.362315513778686,10.550311073154832
112.8,33.7,Left Foot,Blocked,Open Play,7.558438992278765,37.32953766311977
93.7,26.7,Left Foot,Saved,Open Play,27.895877831679716,13.862491912829947
93.7,36.4,Right Foot,Blocked,Open Play,26.299999999999997,16.98923795472904
100.4,48.5,Right Foot,Blocked,Open Play,20.109947787102776,19.59735058385607
103.1,36.4,Right Foot,Blocked,Open Play,16.900000000000006,25.569506923402173
109.5,38.4,Right Foot,Saved,Open Play,10.5,40.94748849546542
108.9,36.9,Right Foot,Off T,Open Play,11.099999999999994,37.24005659314418
108.5,37.1,Head,Wayward,Open Play,11.5,36.42759934531015
108.7,33.9,Head,Saved,Open Play,11.493476410555683,31.262727562244454
110.4,44.9,Right Foot,Blocked,Open Play,9.642095207992913,37.47726027395817
89.4,51.9,Left Foot,Saved,Open Play,31.60332261013072,12.980785427138601
89.4,49.7,Right Foot,Off T,Open Play,31.126355392175288,13.566845652114237
96.8,24.6,Left Foot,Saved,Open Play,25.849564793241687,13.734053340076132
112.3,41.0,Right Foot,Off T,Open Play,7.700000000000003,54.28411021487537
85.5,35.6,Left Foot,Saved,Open Play,34.5023187626571,13.019750623187626
106.1,41.0,Left Foot,Saved,Open Play,13.900000000000006,31.963459756533528
94.3,39.6,Right Foot,Off T,Open Play,25.700000000000003,17.68918576698239
115.2,36.8,Right Foot,Goal,Open Play,4.799999999999997,65.77225468204583
104.1,23.7,Left Foot,Post,Open Play,20.10223868130115,14.205138454552447
106.0,43.2,Right Foot,Off T,Open Play,14.0,30.48659948049107
110.9,28.1,Left Foot,Post,Open Play,12.050726119201277,19.254037333000074
113.4,43.4,Head,Wayward,Open Play,6.599999999999994,53.46491683091842
90.0,51.3,Right Foot,Blocked,Open Play,30.875394734318782,13.345401125701024
109.1,48.6,Right Foot,Off T,Open Play,11.830891766895686,26.256956407726392
103.7,48.0,Left Foot,Off T,Open Play,16.783622970026464,22.57251071606122
101.2,44.4,Left Foot,Blocked,Open Play,18.804254837669053,22.856623019947502
88.3,39.8,Left Foot,Saved,Open Play,31.700000000000003,14.382927895475943
95.8,37.5,Left Foot,Blocked,Open Play,24.200000000000003,18.581373669489082
111.9,42.3,Head,Off T,Open Play,8.099999999999994,49.72798781884224
81.1,57.3,Right Foot,Saved,Open Play,41.11082582483597,9.827577725249201
110.4,26.4,Left Foot,Saved,Open Play,13.57645019878171,16.389540334034763
89.6,29.4,Right Foot,Saved,Open Play,31.108198276338673,13.404135565079757
112.4,35.9,Head,Wayward,Open Play,7.60065786626394,46.07024149930537
101.2,31.5,Right Foot,Blocked,Open Play,19.331063085097,20.158531318447213
109.4,28.3,Left Foot,Post,Open Play,13.101526628603244,19.979161822030978
104.5,45.2,Left Foot,Blocked,Open Play,15.546382215808281,26.264209493214498
103.7,45.3,Left Foot,Saved,Open Play,16.35175831523937,25.147062226602426
107.0,40.5,Left Foot,Blocked,Open Play,13.0,34.16198015997783
117.0,54.7,Right Foot,Saved,Open Play,11.112605455067685,6.54793129053476
111.5,48.1,Right Foot,Saved,Open Play,9.437160589923222,29.162277319405558
103.7,34.4,Right Foot,Blocked,Open Play,16.378339354159195,24.89009232849993
93.3,47.6,Right Foot,Off T,Open Play,26.941603515752362,15.803906545181162
111.1,43.4,Left Foot,Goal,Open Play,8.900000000000006,43.59899181663512
84.8,23.0,Right Foot,Off T,Open Play,37.523859076592856,10.54981321863553
112.9,42.6,Right Foot,Wayward,Open Play,7.099999999999994,54.06450058521765
118.0,31.1,Head,Post,Open Play,5.292447448959695,13.390576894313014
117.7,39.9,Right Foot,Post,Open Play,2.299999999999997,120.17893192908167
116.5,44.7,Right Foot,Off T,Open Play,3.56931365951495,56.77520119878802
104.3,50.4,Right Foot,Off T,Open Play,16.954350474140853,20.349031233303194
116.5,30.7,Left Foot,Off T,Open Play,6.351377803280168,18.69630636931148
95.0,40.9,Right Foot,Off T,Open Play,25.0,18.157990652775226
100.3,42.0,Right Foot,Blocked,Open Play,19.700000000000003,22.736054250119487
95.8,39.0,Left Foot,Blocked,Open Play,24.200000000000003,18.74044002928584
120.0,30.6,Right Foot,Saved,Open Play,5.399999999999999,0.0
114.6,33.7,Left Foot,Post,Open Play,5.869412236331679,39.26283045789099
114.6,45.3,Left Foot,Saved,Open Play,5.554277630799532,46.322758078790436
105.5,29.9,Right Foot,Saved,Open Play,15.730861387730807,21.382726015162937
114.2,53.1,Right Foot,Saved,Open Play,10.791200118615167,13.775939564033122
102.0,33.2,Right Foot,Off T,Open Play,18.21647605877712,22.121941971881814
105.1,48.8,Left Foot,Blocked,Open Play,15.654072952429988,22.80834665684557
104.3,22.6,Right Foot,Off T,Open Play,20.64097865896867,13.253694593682702
97.9,54.8,Left Foot,Off T,Open Play,24.59776412603389,14.342911010233662
101.5,39.9,Right Foot,Blocked,Open Play,18.5,24.400276759929262
108.2,42.5,Left Foot,Goal,Open Play,11.799999999999997,36.09256613781025
99.4,38.3,Left Foot,Saved,Open Play,20.599999999999994,21.83743172494432
105.9,46.2,Right Foot,Off T,Open Play,14.270599146496963,27.01387441299664
98.1,24.1,Right Foot,Saved,Open Play,24.924285345822863,13.741936489410701
91.6,41.2,Right Foot,Wayward,Open Play,28.400000000000006,16.006527677686364
105.4,26.4,Right Foot,Off T,Open Play,17.47340836814615,16.996461020653012
102.7,25.0,Right Foot,Saved,Open Play,20.500975586542214,15.231557034997621
96.6,40.6,Right Foot,Blocked,Open Play,23.400000000000006,19.388633530401005
92.0,29.0,Right Foot,Off T,Open Play,28.861739379323623,14.14234664203267
97.0,28.9,Right Foot,Off T,Open Play,24.07093683262037,16.130539671973604
109.2,32.1,Right Foot,Off T,Open Play,11.482595525402779,27.91906294197973
108.0,34.8,Left Foot,Wayward,Open Play,12.059850745345068,31.765586423861706
105.6,25.2,Right Foot,Blocked,Open Play,18.000000000000004,15.67952412241926
100.5,44.8,Left Foot,Blocked,Open Play,19.51640335717624,21.939523530901166
103.7,24.4,Right Foot,Off T,Open Play,20.006249023742555,14.814182202701788
95.0,48.6,Left Foot,Off T,Open Play,25.419677417308034,16.322295637036678
93.3,44.4,Right Foot,Off T,Open Play,26.702996086581745,16.60562736181136
111.9,38.2,Head,Saved,Open Play,8.099999999999994,50.79978250725302
95.2,28.0,Left Foot,Saved,Open Play,26.058395959843725,14.949845195571228
93.8,41.5,Right Foot,Saved,Open Play,26.200000000000003,17.306241943342997
107.8,25.8,Left Foot,Off T,Open Play,15.902201105507377,16.267045429906833
92.9,65.2,Left Foot,Saved to Post,Open Play,34.407121355905375,9.100513189239514
91.5,46.6,Left Foot,Blocked,Open Play,28.61835075611451,15.18911422709153
108.7,38.4,Right Foot,Saved,Open Play,11.299999999999997,38.35271048465085
106.5,51.1,Right Foot,Off T,Open Play,15.253196386331622,20.460974876226206
109.7,32.7,Right Foot,Wayward,Open Play,10.815729286552985,29.885836382724342
113.3,38.0,Left Foot,Goal,Open Play,6.700000000000003,58.46591404910007
80.5,47.8,Left Foot,Blocked,Open Play,39.68236384088025,11.137594718270895
102.1,44.2,Left Foot,Saved,Open Play,17.901117283566414,23.97239245815481
114.1,37.3,Right Foot,Goal,Open Play,5.900000000000006,61.05889360491564
118.0,51.0,Right Foot,Saved,Open Play,7.280109889280518,8.350752532331416
100.0,51.7,Right Foot,Saved,Open Play,21.43105223734943,17.07520808489688
89.7,57.7,Left Foot,Saved Off Target,Open Play,33.25327051584551,11.279286719540078
101.1,26.1,Right Foot,Off T,Open Play,21.33588526403346,15.797457164921472
116.5,29.8,Left Foot,Goal,Open Play,7.119691004531025,15.59922031809902
103.4,20.8,Right Foot,Blocked,Open Play,22.507776433935,11.93645429925052
99.9,50.2,Left Foot,Blocked,Open Play,21.03449547766715,18.097187823787735
94.0,31.5,Right Foot,Saved,Open Play,26.386549603917523,15.857515043080287
93.4,41.8,Right Foot,Blocked,Open Play,26.599999999999994,17.02852669784028
90.7,34.0,Right Foot,Off T,Open Play,29.368180059377185,14.93969800020166
111.1,30.7,Right Foot,Saved,Open Play,10.358571330062853,25.436597027628462
114.6,36.6,Head,Off T,Open Play,5.400000000000006,60.220850896430136
109.7,52.3,Right Foot,Saved,Open Play,13.228000604777726,18.848388514791466
117.0,35.9,Left Foot,Goal,Open Play,3.0016662039607267,67.76771073734065
102.0,37.8,Left Foot,Off T,Open Play,18.0,24.716577333536403
113.0,33.7,Head,Blocked,Open Play,7.368174807915457,37.61047017008015
113.5,37.2,Head,Off T,Open Play,6.5,56.75207597917907
117.8,46.4,Head,Off T,Open Play,3.255764119219942,30.56626988955456
103.3,16.6,Right Foot,Saved,Open Play,25.59785147234041,9.360833682841658
86.6,26.6,Right Foot,Blocked,Open Play,34.697550345809724,11.799051878937407
102.3,28.5,Right Foot,Blocked,Open Play,19.223423212320956,18.24506125278017
102.1,20.4,Right Foot,Saved,Open Play,23.743841306747317,11.748184194441318
116.0,32.0,Right Foot,Goal,Open Play,5.656854249492381,26.565051177077994
93.8,46.8,Left Foot,Saved,Open Play,26.349193536045846,16.3020696316374
107.1,33.6,Right Foot,Blocked,Open Play,13.121356637177428,28.336630210909288
101.0,38.9,Right Foot,Off T,Open Play,19.0,23.70339046468975
111.4,41.6,Left Foot,Blocked,Open Play,8.599999999999994,48.663488762028045
110.8,33.1,Right Foot,Off T,Open Play,9.64624279188535,32.338648429076834
94.9,20.2,Right Foot,Saved,Open Play,29.658894112896384,11.287478790345034
103.4,48.1,Head,Off T,Open Play,17.09883036935567,22.215190840092006
91.0,53.8,Right Foot,Off T,Open Play,30.61110909457545,12.869608496555813
100.2,27.6,Right Foot,Blocked,Open Play,21.508137994721903,16.645652271279538
111.2,43.2,Right Foot,Wayward,Open Play,8.799999999999997,44.48383577023517
100.4,47.4,Right Foot,Off T,Open Play,19.89271223337833,20.34254889758798
110.6,50.7,Left Foot,Off T,Open Play,11.543396380615201,21.922904987539358
112.1,44.3,Right Foot,Saved,Open Play,7.9056941504209535,44.2396790967921
117.1,37.4,Right Foot,Post,Open Play,2.9000000000000057,92.04893205203403
111.9,55.8,Left Foot,Saved,Open Play,14.312581877495054,12.218264519645604
91.1,54.3,Right Foot,Blocked,Open Play,30.68061277093403,12.726588896528103
94.8,57.2,Left Foot,Saved,Open Play,28.447847018711283,12.426914688612214
88.2,38.3,Right Foot,Blocked,Open Play,31.799999999999997,14.298914064928688
92.8,49.3,Right Foot,Saved,Open Play,27.71154993860863,15.031181634838992
114.9,53.2,Right Foot,Off T,Open Play,10.519030373565807,12.485996834934976
108.6,21.7,Left Foot,Off T,Open Play,18.287974190707953,11.485343441336601
110.5,38.6,Left Foot,Post,Open Play,9.5,44.92095062043631
115.7,50.5,Left Foot,Saved,Open Play,7.7935871073594845,16.96835456255341
114.6,43.6,Left Foot,Saved,Open Play,5.400000000000006,58.84159895407175
92.3,23.3,Right Foot,Off T,Open Play,30.472610652846928,12.13979673979232
109.2,27.9,Right Foot,Off T,Open Play,13.499999999999998,19.276098853467836
116.7,30.5,Left Foot,Goal,Open Play,6.4140470843298285,17.227488226450923
114.6,30.3,Left Foot,Goal,Open Play,7.851751396981444,21.939438078675668
111.7,32.7,Right Foot,Blocked,Open Play,8.93196506934504,32.019932176701886
89.4,46.8,Left Foot,Saved,Open Play,30.72783754187723,14.21184294290386
117.6,36.9,Right Foot,Goal,Open Play,2.4000000000000057,91.87934348739324
100.6,46.0,Right Foot,Off T,Open Play,19.502820308868156,21.383484155429763
114.1,34.0,Head,Goal,Open Play,6.229767250869013,40.733607305045915
111.5,43.9,Right Foot,Blocked,Open Play,8.5,43.57878433336065
89.3,76.5,Right Foot,Goal,Open Play,44.70727010229992,6.205573398267235
113.7,39.3,Head,Off T,Open Play,6.299999999999997,64.3700825366635
104.8,50.0,Left Foot,Wayward,Open Play,16.3413585726524,21.105727215353244
116.4,45.5,Right Foot,Goal,Open Play,3.8999999999999946,46.626063733160166
112.6,34.7,Left Foot,Off T,Open Play,7.5133215025047395,41.526967444568506
95.6,27.8,Right Foot,Saved Off Target,Open Play,25.741017850893158,15.005828511119784
97.2,58.1,Right Foot,Blocked,Open Play,26.807648162418126,12.373300518395705
100.6,60.9,Right Foot,Off T,Open Play,25.728777662376427,11.017025823371341
115.3,30.1,Left Foot,Saved,Open Play,7.5432088662584444,19.859271760933105
104.6,35.8,Right Foot,Saved,Open Play,15.40129864654277,27.289792688575083
103.8,29.8,Left Foot,Off T,Open Play,17.345892885637227,20.29331458510602
106.9,47.8,Right Foot,Saved,Open Play,13.64001466274871,25.835174183162206
102.6,25.7,Right Foot,Goal,Open Play,20.220039564748635,15.820543506081979
111.6,47.4,Head,Blocked,Open Play,9.062008607367359,31.579421244018647
101.0,35.2,Right Foot,Blocked,Open Play,19.016834647227704,22.440556113100953
104.0,23.3,Right Foot,Blocked,Open Play,20.427677303110112,13.857093985110401
93.2,28.7,Right Foot,Blocked,Open Play,27.776428856136274,14.48482524392507
90.4,49.8,Right Foot,Saved,Open Play,30.162891108114945,13.909283360669374
99.3,58.1,Right Foot,Saved,Open Play,25.045957757690164,12.6123901145054
